id,name,voltage_kv,latitude,longitude,operator
sub_26893441,Kivimäe alajaam,110.0,59.380584572727166,24.655303227272757,Elering;Elektrilevi
sub_1226694590,Saarde tuulepargi alajaam,110.0,58.21406843636361,25.097415490909068,Elering
